Main crop	Main Crop_GROUP	"MainCrop6cat (Legumes, Others, Cereals, Vegetables, Grasslands, Rice)"
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
wheat	cereals	Cereals
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
wheat	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
cotton	"row crops (sugarcane, cotton, etc.)"	Others
cotton	"row crops (sugarcane, cotton, etc.)"	Others
cotton	"row crops (sugarcane, cotton, etc.)"	Others
cotton	"row crops (sugarcane, cotton, etc.)"	Others
cotton	"row crops (sugarcane, cotton, etc.)"	Others
switchgrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
switchgrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
spring barley/mustard/spring barley	cereals	Cereals
spring barley/mustard/spring barley	cereals	Cereals
barley	cereals	Cereals
spring barley/mustard/spring barley	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
perennial pasture	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower-green rye	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower-green rye	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower-green rye	vegetables	Vegetables
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
rape	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
Wheat	cereals	Cereals
steppe	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
steppe	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
oilseed rape	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
Papaya	perennials (trees/forests/plantations)	Others
maize	cereals	Cereals
Papaya	perennials (trees/forests/plantations)	Others
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
fallow	bare/fallow	
maize	cereals	Cereals
wheat	cereals	Cereals
fallow	bare/fallow	
maize	cereals	Cereals
wheat	cereals	Cereals
fallow	bare/fallow	
wheat	cereals	Cereals
maize	cereals	Cereals
fallow	bare/fallow	
maize	cereals	Cereals
wheat	cereals	Cereals
fallow	bare/fallow	
winter wheat	cereals	Cereals
maize	cereals	Cereals
winter wheat	cereals	Cereals
maize fallow wheat	cereal-cereal/legume rotations	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
winter wheat	cereals	Cereals
maize	cereals	Cereals
winter wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize fallow wheat	cereal-cereal/legume rotations	Cereals
maize fallow wheat	cereal-cereal/legume rotations	Cereals
maize fallow wheat	cereal-cereal/legume rotations	Cereals
melon	vegetables	Vegetables
melon	vegetables	Vegetables
melon	vegetables	Vegetables
melon	vegetables	Vegetables
melon	vegetables	Vegetables
melon	vegetables	Vegetables
spring barley	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
spring barley	cereals	Cereals
fallow	bare/fallow	
rice	rice	Rice
rice	rice	Rice
fallow	bare/fallow	
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
cucumber	vegetables	Vegetables
cabbage	vegetables	Vegetables
cucumber	vegetables	Vegetables
cabbage	vegetables	Vegetables
cabbage	vegetables	Vegetables
cabbage	vegetables	Vegetables
cucumber	vegetables	Vegetables
cucumber	vegetables	Vegetables
cabbage	vegetables	Vegetables
cucumber	vegetables	Vegetables
cabbage	vegetables	Vegetables
cucumber	vegetables	Vegetables
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
maize	cereals	Cereals
rice	rice	Rice
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
maize	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
wheat	cereals	Cereals
rice	rice	Rice
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
Italian ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
#N/A	cereals	Cereals
#N/A	cereals	Cereals
rice	rice	Rice
Brachiaria	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
wheat maize	cereals	Cereals
wheat maize	cereals	Cereals
wheat maize	cereals	Cereals
wheat maize	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
fallow	bare/fallow	
fallow	bare/fallow	
Adzuki bean	legumes	Legumes
Adzuki bean	legumes	Legumes
Potato	"row crops (sugarcane, cotton, etc.)"	Others
sugar beet	vegetables	Vegetables
sugar beet	vegetables	Vegetables
cabbage	vegetables	Vegetables
wheat	cereals	Cereals
wheat	cereals	Cereals
barley	cereals	Cereals
cabbage	vegetables	Vegetables
barley	cereals	Cereals
cabbage	vegetables	Vegetables
barley	cereals	Cereals
cabbage	vegetables	Vegetables
barley	cereals	Cereals
cabbage	vegetables	Vegetables
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
Rye	cereals	Cereals
miscanthus	"row crops (sugarcane, cotton, etc.)"	Others
fallow	bare/fallow	
fallow	bare/fallow	
fallow	bare/fallow	
fallow	bare/fallow	
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
#N/A	cereals	Cereals
#N/A	cereals	Cereals
#N/A	cereals	Cereals
#N/A	cereals	Cereals
#N/A	cereals	Cereals
#N/A	cereals	Cereals
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
sugarcane	"row crops (sugarcane, cotton, etc.)"	Others
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
lettuce	vegetables	Vegetables
maize	cereals	Cereals
maize	cereals	Cereals
Perennial	perennials (trees/forests/plantations)	Others
Perennial	perennials (trees/forests/plantations)	Others
maize	cereals	Cereals
Perennial	perennials (trees/forests/plantations)	Others
Perennial	perennials (trees/forests/plantations)	Others
maize	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
maize	cereals	Cereals
wheat	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
lettuce - cauliflower	vegetables	Vegetables
barley	cereals	Cereals
barley	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
barley	cereals	Cereals
grassland	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
#N/A	rice	Rice
#N/A	rice	Rice
#N/A	rice	Rice
#N/A	rice	Rice
#N/A	rice	Rice
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize soybean rotation	cereal-cereal/legume rotations	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
carrot	vegetables	Vegetables
carrot	vegetables	Vegetables
carrot	vegetables	Vegetables
carrot	vegetables	Vegetables
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
willow	perennials (trees/forests/plantations)	Others
poplar	perennials (trees/forests/plantations)	Others
poplar	perennials (trees/forests/plantations)	Others
poplar	perennials (trees/forests/plantations)	Others
poplar	perennials (trees/forests/plantations)	Others
willow	perennials (trees/forests/plantations)	Others
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
rice	rice	Rice
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
barley	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
potato	"row crops (sugarcane, cotton, etc.)"	Others
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
maize	cereals	Cereals
ryegrass	grassland/pasture/steppe/savanah	Grassland/pasture/steppe/savanah
